"";"index";"all_text";"vuln"
"121";"2527";"escape variable in exception template";"bad"
"122";"4339";"merge pull request 90 from jenkinsci cert security 321 security 321 prevent existing item from being overwritten even if you cannot discover them";"bad"
"123";"7097";"update log_viewer php";"good"
"124";"2668";"fixed another problem with incorrect cleanup of jp2 box data upon error";"bad"
"125";"11375";"target file fix off by one read_capacity bug for s_isblk export this patch fix a bug where fileio wa incorrectly reporting the number of logical block 1 when using non struct block_device export mode it change fd_get_blocks to follow all other backend get_blocks case and reduces the calculated dev_size by one dev dev_attrib block_size number of byte and also fix initial fd_block_size assignment at fd_configure_device time introduced in commit 0fd97ccf4 reported by wenchao xia xiawenc linux vnet ibm com reported by badari pulavarty pbadari u ibm com tested by badari pulavarty pbadari u ibm com cc stable vger kernel org signed off by nicholas bellinger nab linux iscsi org";"good"
"126";"12706";"subrepo ignore update module apps foundation frontend theme gitrepo";"good"
"127";"5917";"fixed bug 1810629 x in setup php";"bad"
"128";"341";"fix vd 1301 and vd 1302 vulnerability this patch wa contributed by maor vermucht and or peles from vdoo connected trust";"bad"
"129";"7036";"fixed issue security 15204 reflected x vulnerability thanks to j greil from the sec consult vulnerability lab dev disable pseudo params for same param to be different throw a 403";"good"
"130";"8032";"linux 3 5 rc2";"good"
"131";"11618";"kvm svm make use of the generic guest mode function this patch replaces the is_nested logic in the svm module with the generic notion of guest mode signed off by joerg roedel joerg roedel amd com signed off by marcelo tosatti mtosatti redhat com";"good"
"132";"792";"peek for n in linebasedframedecoder summary previously this could underflow if there wa not a following n cve 2019 3563 reviewed by siyengar differential revision d14935715 fbshipit source id 25c3eecf373f89efa1232456aeeb092f13b7fa06";"bad"
"133";"4705";"disabling phtml pht file from being uploaded http github com bigtreecms bigtree cm issue 280";"bad"
"134";"10659";"fixed crash when __proto__ is a tag name now using a safe check for the existence of property in all case thanks to andrew krasichkov";"good"
"135";"1507";"deprecate ip based authentication this will need to be made explicit in a future version so it s good to get people to stop using it if possible";"bad"
"136";"3107";"fix bug 72742 memory allocator fails to realloc small block to large one";"bad"
"137";"4752";"security 49 added a tool to re key secret a an administrativemonitor it show up in the manage jenkins ui and allows the administrator to run a re keying operation";"bad"
"138";"7653";"test add blkid script to test whole disk mbr device signed off by karel zak kzak redhat com";"good"
"139";"3957";"cve 2017 13044 hncp add dhcpv4 data bound check dhcpv4_print in print hncp c had the same bug a dhcpv6_print apply a fix along the same line this fix a buffer over read discovered by bhargava shastry sect tu berlin add a test using the capture file supplied by the reporter s";"bad"
"140";"4473";"check type to avoid invalid read writes";"bad"
"141";"1070";"unsquashfs 4 add more sanity check fix cve 2015 4645 6 add more filesystem table sanity check to unsquashfs 4 and also properly fix cve 2015 4645 and cve 2015 4646 the cf were raised due to unsquashfs having variable oveflow and stack overflow in a number of vulnerable function the suggested patch only fixed one such function and fixed it badly and so it wa buggy and introduced extra bug the suggested patch wa not only buggy but it used the essentially wrong approach too it wa fixing the symptom but not the cause the symptom is wrong value causing overflow the cause is filesystem corruption this corruption should be detected and the filesystem rejected before trying to allocate memory this patch applies the following fix 1 the filesystem super block table are checked and the value must match across the filesystem this will trap corrupted filesystems created by mksquashfs 2 the maximum theorectical size the filesystem table could grow to were analysed and some variable were increased from int to long long this analysis ha been added a comment 3 stack allocation wa removed and a shared buffer which is checked and increased a necessary is used to read the table index signed off by phillip lougher phillip squashfs org uk";"bad"
"142";"2652";"avformat rtmppkt check for packet size mismatch fix out of array access found by paul cher paulcher icloud com reviewed by paul cher paulcher icloud com signed off by michael niedermayer michael niedermayer cc";"bad"
"143";"2091";"fixed out of bound writes thanks to eric sesterhenn from x41 d sec gmbh for reporting the problem";"bad"
"144";"770";"yang parser bugfix double free fix 739";"bad"
"145";"4068";"name might not be displayed correctly change id i949c7a80b5356f393d269d3004bd6800772ac63b reviewed on http gerrit tine20 com customer 5618 reviewed by cornelius wei c wei metaways de tested by cornelius wei c wei metaways de";"bad"
"146";"3000";"update referrer meta to match current standard signed off by michal čihař michal cihar com";"bad"
"147";"8362";"delta fix sign extension of big left shift our delta code wa originally adapted from jgit which itself adapted it from git itself due to this heritage we inherited a bug from git git in how we compute the delta offset which wa fixed upstream in 48fb7deb5 fix big left shift of unsigned char 2009 06 17 a explained by linus shifting unsigned char or unsigned short left can result in sign extension error since the c integer promotion rule mean that the unsigned char short will get implicitly promoted to a signed int due to the shift or due to other operation this normally doesn t matter but if you shift thing up sufficiently it will now set the sign bit in int and a subsequent cast to a bigger type eg long or unsigned long will now sign extend the value despite the original expression being unsigned one example of this would be something like unsigned long size unsigned char c size c 24 where despite all the variable being unsigned c 24 end up being a signed entity and will get sign extended when then doing the addition in an unsigned long type since git us unsigned char pointer extensively we actually have this bug in a couple of place in our delta code we inherited such a bogus shift when computing the offset at which the delta base is to be found due to the sign extension we can end up with an offset where all the bit are set this can allow an arbitrary memory read a the addition in base_len off len can now overflow if off ha all it bit set fix the issue by casting the result of delta 24ul to an unsigned integer again add a test with a crafted delta that would actually succeed with an out of bound read in case where the cast wouldn t exist reported by riccardo schirone rschiron redhat com test provided by riccardo schirone rschiron redhat com";"good"
"148";"2084";"fixed out of bound writes thanks to eric sesterhenn from x41 d sec gmbh for reporting the problem";"bad"
"149";"304";"http github com imagemagick imagemagick issue 1588";"bad"
"150";"4672";"sctp do not inherit ipv6_ mc ac fl _list from parent sctp need fix similar to 83eaddab4378 ipv6 dccp do not inherit ipv6_mc_list from parent otherwise bad thing can happen signed off by eric dumazet edumazet google com reported by andrey konovalov andreyknvl google com tested by andrey konovalov andreyknvl google com signed off by david s miller davem davemloft net";"bad"
"151";"2975";"limit number of included script in get_scripts j php this avoids potential do the limit is same a we use for generating the url signed off by michal čihař michal cihar com";"bad"
"152";"6392";"merge pull request 190 from vigneshmanix master prevent x in registration";"bad"
"153";"10039";"backend fix argument handling in lxc command execution";"good"
"154";"3782";"adding pwg_token on permalink cat_options and therefor solving issue 721";"bad"
"155";"12187";"security change a comparison to use a strict comparison";"good"
"156";"7602";"merge pull request 1251 from segiddins seg fix indexer spelling indexer finish s inidicies index which wa breaking the build";"good"
"157";"1679";"isofs avoid info leak on export for type 1 the parent_offset member in struct isofs_fid get copied uninitialized to userland fix this by initializing it to 0 signed off by mathias krause minipli googlemail com signed off by jan kara jack suse cz";"bad"
"158";"3432";"command line triggered buffer overrun prevent extremely long command line argument from overflowing local buffer in raw_printf or config_error_add the increased buffer size they recently got to deal with long configuration file value aren t sufficient to handle command line induced overflow choose_windows core copy and truncate the window_type argument in case it get passed to config_error_add process_options unix report bad value with 60 so that vsprintf will implicitly truncate when formatted by raw_printf";"bad"
"159";"396";"security core undirectional routing wasn t respected in some case when creating a context using router method via somechild unidirectional mode wa set on the new child correctly however if the child were to call router method due to a typing mistake the new child would start without it this doesn t impact the ansible extension a only forked task are started directly by child and they are not responsible for routing message add test so it can t happen again";"bad"
"160";"5335";"fix 5895 security issue";"bad"
"161";"3844";"merge pull request 1565 from whissi fix format security issue in zmq module fix format security issue in zmq3 module";"bad"
"162";"5410";"bug 4502 security self x in enum value editor signed off by marc delisle marc infomarc info";"bad"
